class_name,class_dates,class_times,year,semester
Political Science (POL SCI) 167D - Political Institutions and Economic Development Lec 1,TR,11am-12:15pm,No instructors,2024,fall
Political Science (POL SCI) 169 - Special Studies in Comparative Politics: Development Economics for Political Scientists Lec 1,MW,12:30pm-1:45pm,"Lofchie, M.F.",2024,fall
Political Science (POL SCI) M181B - U.S. Latino Politics Lec 1,MW,9:30am-10:45am,"de La Vega, I.M.",2024,fall
Political Science (POL SCI) 200A - Probability and Inference for Social Science Lec 1,TR,F,9:30am-10:50am,2024,fall
Psychology (PSYCH) 127B - Clinical Psychological Science: Biological Bases Lec 1,TR,9:30am-10:45am,"Karlsgodt, K.H.",2024,fall
Psychology (PSYCH) 127C - Clinical Psychological Science: Developmental Perspectives Lec 1,TR,3:30pm-4:45pm,"Lee, S.S.",2024,fall
Psychology (PSYCH) 130 - Developmental Psychology Lec 1,TR,2pm-3:15pm,"Goff, B.S.",2024,fall
Psychology (PSYCH) 133B - Cognitive Development Lec 1,MW,12:30pm-1:45pm,"Ankowski, A.N.",2024,fall
Psychology (PSYCH) 133C - Language Development Lec 1,MW,9:30am-10:45am,"Comstock, L.",2024,fall
Psychology (PSYCH) 133F - Psychology and Education Lec 1,MW,3:30pm-4:45pm,"Givvin, K.B.",2024,fall
Psychology (PSYCH) 134A - Applied Developmental Psychology: Infant/Toddler Care and Education Lec 1,TR,1pm-2:45pm,TA,2024,fall
Psychology (PSYCH) 134J - Dynamic Perspectives on Parenting Lec 1,TR,3:30pm-4:45pm,"Goff, B.S.",2024,fall
Psychology (PSYCH) 135 - Social Psychology Lec 1,TR,11am-12:15pm,"Krems, J.A.",2024,fall
Psychology (PSYCH) M137M - Social Cognition Lec 1,MW,2pm-3:15pm,"Stroessner, S.J.",2024,fall
Psychology (PSYCH) 137N - Conscious Experience: Social Cognitive Neuroscience Approach Lec 1,TR,5pm-6:15pm,"Lieberman, M.D.",2024,fall
Psychology (PSYCH) M138 - Electoral Politics: Political Psychology Lec 1,MW,5pm-6:15pm,"Baylor, C.A.",2024,fall
Psychology (PSYCH) 150 - Introduction to Health Psychology Lec 1,TR,12:30pm-1:45pm,"Robles, T.F.",2024,fall
Psychology (PSYCH) 188B - Special Courses in Psychology: Community Psychology and Health Lec 3,MW,2pm-3:15pm,"Wilson, P.A.",2024,fall
Psychology (PSYCH) 188B - Special Courses in Psychology: Rationality and Altruism Lec 1,MW,2pm-3:15pm,"Lieder, F.",2024,fall
Psychology (PSYCH) 188B - Special Courses in Psychology: Social and Affective Neuroscience Laboratory Lec 2,MW,10am-11:50am,"Castrellon, J.",2024,fall
Psychology (PSYCH) 273A - Professional and Ethical Issues in Clinical Psychology Lec 1,M,12pm-1:50pm,"Lebeau, R.T.",2024,fall
Spanish (SPAN) 180 - Topics in Visual Culture Lec 2,TR,10am-11:50am,The Staff,2024,fall
Spanish (SPAN) 202B - Morphology Lec 1,M,3pm-5:50pm,"Ranero Echeverria,",2024,fall
Spanish (SPAN) 204B - Generative Syntax and Semantics Lec 1,T,3pm-5:50pm,"Mateu, V.",2024,fall
Spanish (SPAN) 290 - Special Topics: Mexican Novel Lec 1,R,3pm-5:50pm,"Van Delden, M.H.",2024,fall
Statistics (STATS) 400 - Introduction to Probability Modeling Lec 80,T,6pm-8:50pm,"Tsiang, M.",2024,fall
Statistics (STATS) 402 - Applied Regression Lec 80,W,6pm-8:50pm,"Esfandiari, M.M.",2024,fall
Statistics (STATS) 412 - Advanced Regression and Predictive Modeling Lec 80,W,6pm-8:50pm,"Wu, G.",2024,fall
Statistics (STATS) 413 - Machine Learning Lec 80,R,6pm-8:50pm,"Wu, Y.",2024,fall
Statistics (STATS) 419 - Experimental Design Lec 80,T,6pm-8:50pm,"Xu, H.",2024,fall
Statistics (STATS) 421 - Advanced Statistical Communication Lec 80,M,6pm-8:50pm,"Mc Cluskey, T.J.",2024,fall
Theater 216C - Approaches to Identification Lec 1,W,9am-11:50am,"Carriger, M.",2024,fall
Theater 230A - Writing for Contemporary Theater: One-Act Play Lec 1,M,3pm-5:50pm,"Oswald, S.M.",2024,fall
Theater 232 - Manuscript Analysis Lec 1,No instructors,Select Theater 232 - Manuscript Analysis Lec 1,No instructors,2024,fall
Theater 260 - Directing I Lec 1,MW,9am-11:50am,"Oyetimein, M.",2024,fall
Theater 266 - Theatrical Conceptualization Lec 1,F,10am-1:50pm,"Lyons, S.A.",2024,fall
Theater C404G - History of Design for Performance Production Part I: Historic Costume from Prehistoric to Neoclassical Lec 1,No instructors,Select Theater C404G - History of Design for Performance Production Part I: Historic Costume from Prehistoric to Neoclassical Lec 1,No instructors,2024,fall
Theater C404I - History of Design for Performance Production Part II: Historic Costume from Neoclassical to 21st Century Lec 1,TR,11am-12:50pm,"Girard, P.E.",2024,fall
Theater 430A - Advanced Studies in Playwriting Lec 1,M,3pm-5:50pm,"Oswald, S.M.",2024,fall
Theater 435AF - Problems in Advanced Writing for Stage Lec 1,M,6pm-6:50pm,"Oswald, S.M.",2024,fall
Theater 441B - Lighting Design Lec 1,T,9am-12:50pm,"Chu, R.L.",2024,fall
"Theater 445A - Production Design for Film, Television, and Entertainment Media Lec 1",2pm-5:50pm,"Brzeski, W.","Select Theater 445A - Production Design for Film, Television, and Entertainment Media Lec 1",2024,fall
"Theater 448A - Costume Design for Film, Television, and Entertainment Media Lec 1",W,9am-12:50pm,Karvonides Dushenk,2024,fall
Theater 449C - Design Thesis Project Lec 1,"Rigg, R.",Select Theater 449C - Design Thesis Project Lec 1,"Rigg, R.",2024,fall
"Theater C451C - Production Design for Film, Television, and Video Lec 1",2pm-5:50pm,"Kondrath, R.R.","Select Theater C451C - Production Design for Film, Television, and Video Lec 1",2024,fall
Theater C452B - Lighting Design for Theater Lec 1,M,9am-12:50pm,"Chu, R.L.",2024,fall
Theater C454A - Sound Design Lec 1,R,9am-12:50pm,"Burke, J.A.",2024,fall
Theater 474 - Advanced Projects in Design and Production Lec 1,Karvonides Dushenk,Select Theater 474 - Advanced Projects in Design and Production Lec 4,"Chu, R.L.",2024,fall
Theater 474 - Advanced Projects in Design and Production Lec 4,"Chu, R.L.",Select Theater 474 - Advanced Projects in Design and Production Lec 8,"Cho, M.A.",2024,fall
Theater 474 - Advanced Projects in Design and Production Lec 8,"Cho, M.A.",Select Theater 474 - Advanced Projects in Design and Production Lec 1,Karvonides Dushenk,2024,fall
Urban Planning (URBN PL) 281 - Introduction to History of Built Environment in U.S. Lec 1,M,2pm-4:50pm,"Leclerc, G.",2024,fall
"Urban Planning (URBN PL) M470 - Improving Worker Health: Social Movements, Policy Debates, and Public Health Lec 1",M,3pm-5:50pm,"Riley, K.",2024,fall
Bioengineering (BIOENGR) 275 - Machine Learning and Data-Driven Modeling in Bioengineering Lec 1,TR,2pm-3:50pm,"Meyer, A.S.",2024,fall
Bioengineering (BIOENGR) CM278 - Introduction to Biomaterials Lec 1,TR,10am-11:50am,"Linsley, C.",2024,fall
Bioengineering (BIOENGR) 298 - Special Studies in Bioengineering Lec 2,MW,12pm-1:50pm,"Gao, L.",2024,fall
Chemistry and Biochemistry (CHEM) C132A - Core Principles in Cell and Molecular Biology Lec 1,10am-11:50am,"Torres, J.",Select Chemistry and Biochemistry (CHEM) C132A - Core Principles in Cell and Molecular Biology Lec 1,2024,fall
Chemistry and Biochemistry (CHEM) 136 - Organic Structural Methods Lec 1,W,12pm-1:50pm,"Rubin, Y.F.",2024,fall
"Chemistry and Biochemistry (CHEM) 153A - Biochemistry: Introduction to Structure, Enzymes, and Metabolism Lec 1",9am-9:50am,The Staff,T,2024,fall
"Chemistry and Biochemistry (CHEM) 153A - Biochemistry: Introduction to Structure, Enzymes, and Metabolism Lec 2",1pm-1:50pm,"Lannan, R.",T,2024,fall
"Chemistry and Biochemistry (CHEM) 153A - Biochemistry: Introduction to Structure, Enzymes, and Metabolism Lec 3",3pm-3:50pm,"Lannan, R.",T,2024,fall
"Chemistry and Biochemistry (CHEM) 153B - Biochemistry: DNA, RNA, and Protein Synthesis Lec 1",MWF,10am-10:50am,"Courey, A.J.",2024,fall
Chemistry and Biochemistry (CHEM) 153L - Biochemical Methods I Lec 1,TR,11am-11:50am,TA,2024,fall
Chemistry and Biochemistry (CHEM) 154 - Biochemical Methods II Lec 1,TR,11am-11:50am,"Nakamoto, S.S.",2024,fall
Chemistry and Biochemistry (CHEM) 156 - Physical Biochemistry Lec 1,1pm-1:50pm,"Rodriguez, J.A.",T,2024,fall
Chemistry and Biochemistry (CHEM) 171 - Intermediate Inorganic Chemistry Lec 1,MWF,3pm-3:50pm,"Kaner, R.B.",2024,fall
Chemistry and Biochemistry (CHEM) 185 - Materials Chemistry Laboratory Lec 1,TR,11am-11:50am,"Duan, X.",2024,fall
Chemistry and Biochemistry (CHEM) 192B - Undergraduate Practicum in Chemistry and Biochemistry Lec 1,"Pang, J.",Select Chemistry and Biochemistry (CHEM) 192B - Undergraduate Practicum in Chemistry and Biochemistry Lec 1,"Pang, J.",2024,fall
Chemistry and Biochemistry (CHEM) C207 - Organometallic Chemistry Lec 1,MWF,F,3pm-3:50pm,2024,fall
Chemistry and Biochemistry (CHEM) C215A - Advanced Quantum Chemistry with Laboratory I Lec 1,MW,9am-10:15am,"Narang, P.",2024,fall
Chemistry and Biochemistry (CHEM) C223A - Advanced Thermodynamics and Statistical Mechanics with Laboratory I Lec 1,TR,9am-10:15am,The Staff,2024,fall
Chemistry and Biochemistry (CHEM) C232A - Core Principles in Cell and Molecular Biology Lec 1,10am-11:50am,TA,Select Chemistry and Biochemistry (CHEM) C232A - Core Principles in Cell and Molecular Biology Lec 1,2024,fall
Chemistry and Biochemistry (CHEM) 236 - Spectroscopic Methods of Organic Chemistry Lec 1,MWF,1pm-1:50pm,"Athavale, S.",2024,fall
Chemistry and Biochemistry (CHEM) 244A - Organic Synthesis: Methodology and Stereochemistry Lec 1,MWF,M,11am-11:50am,2024,fall
Chemistry and Biochemistry (CHEM) 258 - Advanced Topics in Biochemistry and Molecular Biology Lec 1,12pm-1:50pm,"Loo, J.A.",Select Chemistry and Biochemistry (CHEM) 258 - Advanced Topics in Biochemistry and Molecular Biology Lec 1,2024,fall
Chemistry and Biochemistry (CHEM) 269A - Protein Structure Lec 1,9am-10:50am,"Clubb, R.T.",Select Chemistry and Biochemistry (CHEM) 269A - Protein Structure Lec 1,2024,fall
Chemistry and Biochemistry (CHEM) 269B - Biocatalysis and Bioenergetics Lec 1,9am-10:50am,"Quinlan, M.E.",Select Chemistry and Biochemistry (CHEM) 269B - Biocatalysis and Bioenergetics Lec 1,2024,fall
Chemistry and Biochemistry (CHEM) 269C - Nucleic Acid Structure and Catalysis Lec 1,9am-10:50am,"Koehler, C.M.",Select Chemistry and Biochemistry (CHEM) 269C - Nucleic Acid Structure and Catalysis Lec 1,2024,fall
Chemistry and Biochemistry (CHEM) 269D - Mechanism and Regulation of Gene Expression Lec 1,9am-10:50am,"Schmitt, D.L.",Select Chemistry and Biochemistry (CHEM) 269D - Mechanism and Regulation of Gene Expression Lec 1,2024,fall
"Chemistry and Biochemistry (CHEM) 269E - Biomolecular Structure, Catalysis, and Regulation Lec 1",9am-10:50am,"Shafaat, H.","Select Chemistry and Biochemistry (CHEM) 269E - Biomolecular Structure, Catalysis, and Regulation Lec 1",2024,fall
Communication (COMM) 187 - Ethical and Policy Issues in Institutions of Mass Communication Lec 1,MW,9:30am-10:45am,"Newton, J.",2024,fall
Communication (COMM) 188A - Variable Topics in Mass Communication and Media Institutions Lec 2,TR,2pm-3:15pm,No instructors,2024,fall
Communication (COMM) 188A - Variable Topics in Mass Communication and Media Institutions: Narrative of Nonscripted Television Lec 1,T,T,6pm-8:50pm,2024,fall
Communication (COMM) 188C - Variable Topics in Communication Technology and Digital Systems: Natural Language Processing for Social Science Lec 1,TR,11am-12:15pm,"Kreiss, E.",2024,fall
Computer Science (COM SCI) M213A - Embedded Systems Lec 1,TR,2pm-3:50pm,"Srivastava, M.B.",2024,fall
Computer Science (COM SCI) 215 - Internet of Things: Connectivity and Sensing Lec 1,MW,10am-11:50am,"Abari, O.",2024,fall
Computer Science (COM SCI) 215 - Internet of Things: Connectivity and Sensing Lec 80,"Abari, O.",Select Computer Science (COM SCI) 215 - Internet of Things: Connectivity and Sensing Lec 1,MW,2024,fall
Computer Science (COM SCI) 217A - Internet Architecture and Protocols Lec 1,TR,10am-11:50am,"Zhang, L.",2024,fall
Computer Science (COM SCI) 230 - Software Engineering Lec 1,TR,10am-11:50am,"Kim, M.",2024,fall
Computer Science (COM SCI) M238 - Quantum Programming Lec 1,TR,2pm-3:50pm,"Palsberg, J.",2024,fall
Computer Science (COM SCI) 239 - Current Topics in Computer Science: Programming Languages and Systems: Efficient Cryptography-Based Systems Lec 1,MW,12pm-1:50pm,"Kumar, S.",2024,fall
Computer Science (COM SCI) 245 - Big Data Analytics Lec 1,MW,2pm-3:50pm,"Wang, W.",2024,fall
Computer Science (COM SCI) 245 - Big Data Analytics Lec 80,"Wang, W.",Select Computer Science (COM SCI) 245 - Big Data Analytics Lec 91,MW,2024,fall
Computer Science (COM SCI) 245 - Big Data Analytics Lec 91,MW,2pm-3:50pm,"Wang, W.",2024,fall
Computer Science (COM SCI) 249 - Current Topics in Data Structures Lec 1,MW,10am-11:50am,"Sun, Y.",2024,fall
Computer Science (COM SCI) 251A - Advanced Computer Architecture Lec 1,MW,12pm-1:50pm,"Tamir, Y.",2024,fall
Computer Science (COM SCI) M258A - Design of VLSI Circuits and Systems Lec 1,MW,10am-11:50am,"Markovic, D.",2024,fall
Computer Science (COM SCI) 259 - Current Topics in Computer Science: System Design/Architecture: Chip Design Automation and Deep Learning Lec 1,TR,2pm-3:50pm,"Cong, J.J.",2024,fall
Computer Science (COM SCI) 259 - Current Topics in Computer Science: System Design/Architecture: Graphics Processing Unit Microarchitecture Lec 2,TR,6pm-7:50pm,"Tine, B.",2024,fall
Computer Science (COM SCI) 260D - Large-Scale Machine Learning Lec 1,MW,4pm-5:50pm,"Mirzasoleiman, B.",2024,fall
Computer Science (COM SCI) 260D - Large-Scale Machine Learning Lec 80,"Mirzasoleiman, B.",Select Computer Science (COM SCI) 260D - Large-Scale Machine Learning Lec 91,MW,2024,fall
Computer Science (COM SCI) 260D - Large-Scale Machine Learning Lec 91,MW,4pm-5:50pm,"Mirzasoleiman, B.",2024,fall
Computer Science (COM SCI) 263 - Natural Language Processing Lec 1,MW,2pm-3:50pm,"Peng, N.",2024,fall
Computer Science (COM SCI) 263 - Natural Language Processing Lec 91,MW,2pm-3:50pm,"Peng, N.",2024,fall
Computer Science (COM SCI) 264A - Automated Reasoning: Theory and Applications Lec 1,MW,12pm-1:50pm,"Darwiche, A.Y.",2024,fall
Computer Science (COM SCI) 264A - Automated Reasoning: Theory and Applications Lec 80,"Darwiche, A.Y.",Select Computer Science (COM SCI) 264A - Automated Reasoning: Theory and Applications Lec 91,MW,2024,fall
Computer Science (COM SCI) 264A - Automated Reasoning: Theory and Applications Lec 91,MW,12pm-1:50pm,"Darwiche, A.Y.",2024,fall
Computer Science (COM SCI) M276A - Pattern Recognition and Machine Learning Lec 1,MW,2pm-3:15pm,"Wu, Y.",2024,fall
Computer Science (COM SCI) M282A - Cryptography Lec 1,MW,4pm-5:50pm,"Ostrovsky, R.",2024,fall
Computer Science (COM SCI) 285CC - Communication Complexity Lec 1,MW,2pm-3:50pm,"Sherstov, A.",2024,fall
Computer Science (COM SCI) 289A - Current Topics in Computer Theory: Advanced Complexity-Based Cryptography Lec 1,MW,6pm-7:50pm,"Sahai, A.",2024,fall
"Earth, Planetary, and Space Sciences (EPS SCI) 295A - Current Research in Earth, Planetary, and Space Sciences Lec 1",T,3:30pm-4:50pm,"Ni, P.",2024,fall
Education (EDUC) 204A - Introduction to Education and Social Sciences Lec 1,T,11am-1:50pm,"Garcia, D.G.",2024,fall
Education (EDUC) 204B - Introduction to Comparative Education Lec 1,T,8am-10:50am,"Desjardins, R.",2024,fall
Education (EDUC) M217C - Personality Development and Education Lec 1,T,11am-1:50pm,"Wood, J.J.",2024,fall
Education (EDUC) 220A - Inquiry into Schooling: Organization and Change Lec 1,R,11am-1:50pm,"Cooper, R.",2024,fall
Education (EDUC) 222A - Introduction to Qualitative Methods and Design Issues in Educational Research Lec 1,T,2pm-4:50pm,"McCarty, T.L.",2024,fall
Education (EDUC) 222A - Introduction to Qualitative Methods and Design Issues in Educational Research Lec 2,T,2pm-4:50pm,"Mancevice, N.A.",2024,fall
Education (EDUC) 222D - Qualitative Inquiry: Special Topics: Decolonizing Qualitative Research Methodologies Lec 1,W,2pm-4:50pm,"Marin, A.M.",2024,fall
Education (EDUC) 230A - Introduction to Research Design and Statistics Lec 1,MW,10am-11:50am,"Ho, E.M.",2024,fall
Education (EDUC) 230A - Introduction to Research Design and Statistics Lec 2,MW,1pm-2:50pm,No instructors,2024,fall
Education (EDUC) 231C - Advanced Item Response Theory Lec 1,MW,10am-11:50am,"Cai, L.",2024,fall
Education (EDUC) 249 - Theories and Methods in Developmental Science Lec 1,R,11am-1:50pm,"Markowitz, A.",2024,fall
Education (EDUC) 250A - Fundamentals of U.S Higher Education System Lec 1,T,11am-1:50pm,"Hurtado, S.",2024,fall
Education (EDUC) M260A - Introduction to Programming and Data Management Lec 1,F,9am-10:50am,"Jaquette, O.",2024,fall
"Education (EDUC) 284 - Critical Theory in Education: Power, Politics, and Liberation Lec 1","Guillen, L.I.","Select Education (EDUC) 284 - Critical Theory in Education: Power, Politics, and Liberation Lec 1","Guillen, L.I.",2024,fall
Education (EDUC) 416 - Program Development and Planning in Student Affairs Lec 1,R,9am-11:50am,"McCormack-Colon, M",2024,fall
Education (EDUC) 476 - History and Philosophy of Sport and Physical Education Lec 1,M,1pm-3:50pm,"Mechikoff, R.A.",2024,fall
Electrical and Computer Engineering (EC ENGR) 149 - Foundations of Computer Vision Lec 1,TR,4pm-5:50pm,"Kadambi, A.",2024,fall
Electrical and Computer Engineering (EC ENGR) M153 - Introduction to Microscale and Nanoscale Manufacturing Lec 1,MW,12:30pm-1:45pm,"Chiou, P.",2024,fall
Electrical and Computer Engineering (EC ENGR) 163A - Introductory Microwave Circuits Lec 1,MW,4pm-5:50pm,"Babakhani, A.",2024,fall
Electrical and Computer Engineering (EC ENGR) 170A - Principles of Photonics Lec 1,TR,12pm-1:50pm,"Carbajo, S.",2024,fall
Electrical and Computer Engineering (EC ENGR) 180DA - Systems Design Lec 1,W,2pm-3:50pm,"Shoarinejad, K.",2024,fall
Electrical and Computer Engineering (EC ENGR) M185 - Introduction to Plasma Science and Engineering Lec 1,TR,11am-12:15pm,"Da Costa Alves, E.",2024,fall
Electrical and Computer Engineering (EC ENGR) 201A - VLSI Design Automation Lec 1,MW,2pm-3:50pm,"He, L.",2024,fall
Electrical and Computer Engineering (EC ENGR) M202A - Embedded Systems Lec 1,TR,2pm-3:50pm,"Srivastava, M.B.",2024,fall
Electrical and Computer Engineering (EC ENGR) 205A - Matrix Analysis for Scientists and Engineers Lec 1,MW,10am-11:50am,"Dolecek, L.",2024,fall
Electrical and Computer Engineering (EC ENGR) 205A - Matrix Analysis for Scientists and Engineers Lec 80,"Dolecek, L.",Select Electrical and Computer Engineering (EC ENGR) 205A - Matrix Analysis for Scientists and Engineers Lec 1,MW,2024,fall
Electrical and Computer Engineering (EC ENGR) 209AS - Special Topics in Circuits and Embedded Systems Lec 1,TR,12pm-1:50pm,"Mehta, A.M.",2024,fall
Electrical and Computer Engineering (EC ENGR) 209AS - Special Topics in Circuits and Embedded Systems Lec 2,TR,10am-11:50am,"Zhang, Y.",2024,fall
Electrical and Computer Engineering (EC ENGR) 209AS - Special Topics in Circuits and Embedded Systems Lec 80,No instructors,Select Electrical and Computer Engineering (EC ENGR) 209AS - Special Topics in Circuits and Embedded Systems Lec 80,No instructors,2024,fall
Electrical and Computer Engineering (EC ENGR) 212A - Theory and Design of Digital Filters Lec 1,TR,4pm-5:50pm,"Pamarti, S.",2024,fall
Electrical and Computer Engineering (EC ENGR) M214A - Digital Speech Processing Lec 1,MW,2pm-3:50pm,"Alwan, A.A.",2024,fall
Electrical and Computer Engineering (EC ENGR) M214A - Digital Speech Processing Lec 80,"Alwan, A.A.",Select Electrical and Computer Engineering (EC ENGR) M214A - Digital Speech Processing Lec 1,MW,2024,fall
Electrical and Computer Engineering (EC ENGR) 215A - Analog Integrated Circuit Design Lec 1,MW,2pm-3:50pm,"Razavi, B.",2024,fall
Electrical and Computer Engineering (EC ENGR) 215A - Analog Integrated Circuit Design Lec 80,TA,Select Electrical and Computer Engineering (EC ENGR) 215A - Analog Integrated Circuit Design Lec 1,MW,2024,fall
Electrical and Computer Engineering (EC ENGR) M216A - Design of VLSI Circuits and Systems Lec 1,MW,10am-11:50am,"Markovic, D.",2024,fall
Electrical and Computer Engineering (EC ENGR) M216A - Design of VLSI Circuits and Systems Lec 80,TA,Select Electrical and Computer Engineering (EC ENGR) M216A - Design of VLSI Circuits and Systems Lec 1,MW,2024,fall
Electrical and Computer Engineering (EC ENGR) 223 - Solid-State Electronics I Lec 1,MW,2pm-3:50pm,"Wong, C.",2024,fall
Electrical and Computer Engineering (EC ENGR) 231A - Information Theory Lec 1,TR,2pm-3:50pm,"Wesel, R.D.",2024,fall
Electrical and Computer Engineering (EC ENGR) 231A - Information Theory Lec 80,"Wesel, R.D.",Select Electrical and Computer Engineering (EC ENGR) 231A - Information Theory Lec 1,TR,2024,fall
Electrical and Computer Engineering (EC ENGR) 236A - Linear Programming Lec 1,TR,10am-11:50am,"Fragouli, C.P.",2024,fall
Electrical and Computer Engineering (EC ENGR) 239AS - Special Topics in Signals and Systems Lec 1,MW,4pm-5:50pm,"Roberts, I.",2024,fall
Electrical and Computer Engineering (EC ENGR) 239AS - Special Topics in Signals and Systems Lec 2,TR,4pm-5:50pm,The Staff,2024,fall
Electrical and Computer Engineering (EC ENGR) 239AS - Special Topics in Signals and Systems Lec 3,TR,12pm-1:50pm,"Kadambi, A.",2024,fall
Electrical and Computer Engineering (EC ENGR) M240A - Linear Dynamic Systems Lec 1,MW,4pm-5:50pm,TA,2024,fall
Electrical and Computer Engineering (EC ENGR) M240A - Linear Dynamic Systems Lec 2,MW,4pm-5:50pm,No instructors,2024,fall
Electrical and Computer Engineering (EC ENGR) M240C - Optimal Control Lec 1,No instructors,Select Electrical and Computer Engineering (EC ENGR) M240C - Optimal Control Lec 1,No instructors,2024,fall
Electrical and Computer Engineering (EC ENGR) 241A - Stochastic Processes Lec 1,MW,6pm-7:50pm,"Yang, L.",2024,fall
Electrical and Computer Engineering (EC ENGR) M257 - Nanoscience and Technology Lec 1,MW,10am-11:50am,"Chen, Y.",2024,fall
Electrical and Computer Engineering (EC ENGR) 260A - Advanced Engineering Electrodynamics Lec 1,MW,4pm-5:50pm,"Rahmat-Samii, Y.",2024,fall
Electrical and Computer Engineering (EC ENGR) 270 - Applied Quantum Mechanics Lec 1,TR,2pm-3:50pm,"Williams, B.S.",2024,fall
Electrical and Computer Engineering (EC ENGR) 279AS - Special Topics in Physical and Wave Electronics Lec 1,MW,10am-11:50am,"Wang, Y.",2024,fall
Electrical and Computer Engineering (EC ENGR) M287 - Fusion Plasma Physics and Analysis Lec 1,TR,10am-11:50am,No instructors,2024,fall
Engineering (ENGR) 186 - Ethics for Computer Scientists Lec 1,MW,4pm-5:50pm,"Dincer, M.",2024,fall
Engineering (ENGR) 188EW - Experimental Courses in Engineering Ethics Lec 1,TR,8am-9:50am,"Browne, D.G.",2024,fall
Engineering (ENGR) 201 - Systems Engineering Lec 80,"Kung, K.C.",Select Engineering (ENGR) 201 - Systems Engineering Lec 81,TA,2024,fall
Engineering (ENGR) 201 - Systems Engineering Lec 81,TA,Select Engineering (ENGR) 201 - Systems Engineering Lec 82,TA,2024,fall
Engineering (ENGR) 201 - Systems Engineering Lec 82,TA,Select Engineering (ENGR) 201 - Systems Engineering Lec 80,"Kung, K.C.",2024,fall
Engineering (ENGR) 205 - Model-Based Systems Engineering Lec 80,"Hecht, M.J.",Select Engineering (ENGR) 205 - Model-Based Systems Engineering Lec 80,"Hecht, M.J.",2024,fall
Engineering (ENGR) 213 - Data and Business Analytics Lec 80,"Huang, B.K.",Select Engineering (ENGR) 213 - Data and Business Analytics Lec 81,"Huang, B.K.",2024,fall
Engineering (ENGR) 213 - Data and Business Analytics Lec 81,"Huang, B.K.",Select Engineering (ENGR) 213 - Data and Business Analytics Lec 80,"Huang, B.K.",2024,fall
Engineering (ENGR) 214 - Management Communication Lec 1,MW,4pm-5:50pm,TA,2024,fall
Engineering (ENGR) 214 - Management Communication Lec 2,TR,4pm-5:50pm,"Lao, J.",2024,fall
Engineering (ENGR) 215 - Entrepreneurship for Engineers Lec 80,"Huang, B.K.",Select Engineering (ENGR) 215 - Entrepreneurship for Engineers Lec 80,"Huang, B.K.",2024,fall
Engineering (ENGR) 216 - Product Management Lec 1,MW,2pm-3:50pm,"Rostamian, F.D.",2024,fall
Engineering (ENGR) 216 - Product Management Lec 80,"Rostamian, F.D.",Select Engineering (ENGR) 216 - Product Management Lec 1,MW,2024,fall
English (ENGL) 139 - Individual Authors: Charlotte Brontë Lec 1,MW,10am-11:50am,"Stephan, M.",2024,fall
"English (ENGL) 145 - Medieval Literatures of Devotion and Dissent: Virgin, Wife, and Widow: Dissent and Dominance in Lives of Holy Women Lec 1",MW,4pm-5:50pm,"Thomas, A.",2024,fall
"English (ENGL) 149 - Medievalisms: Filthy Lucre: Fraudster, Trader, and Usurer in Medieval and Post-Medieval Ages Lec 1",MW,2pm-3:50pm,"Thomas, A.",2024,fall
English (ENGL) 150A - Shakespeare: Poems and Early Plays Lec 1,TR,10am-11:50am,"Watson, R.N.",2024,fall
English (ENGL) 150C - Topics in Shakespeare: Shakespeare's Major Plays Lec 1,TR,4pm-5:50pm,"Little, A.L.",2024,fall
"English (ENGL) 153 - Theatrical Renaissance: Early Modern Texts and Performances: Survey of Early Modern Drama, without Shakespeare Lec 1",TR,2pm-3:50pm,"Little, A.L.",2024,fall
English (ENGL) 162B - Later Romantic Literature Lec 1,MW,4pm-5:50pm,"Hall, S.C.",2024,fall
English (ENGL) 164B - 19th-Century Critical Prose Lec 1,MW,10am-11:50am,"Bristow, J.E.",2024,fall
English (ENGL) 164C - 19th-Century Novel: Dickens' Bleak House Lec 1,TR,12pm-1:50pm,"Grossman, J.H.",2024,fall
"English (ENGL) 166C - American Literature, 1832 to 1865 Lec 1",TR,10am-11:50am,"Colacurcio, M.J.",2024,fall
English (ENGL) 168 - Major American Writers Lec 1,MW,2pm-3:50pm,"Dimuro, J.A.",2024,fall
English (ENGL) 173B - American Poetry since 1945 Lec 1,MW,12pm-1:50pm,"Stefans, B.K.",2024,fall
English (ENGL) 174C - Contemporary American Fiction: U.S. Fiction after Cold War Lec 1,MW,12pm-1:50pm,"Huehls, M.A.",2024,fall
"English (ENGL) 177 - Interdisciplinary Studies of American Culture: Ethnic Comedy, Family Drama: American Literature and Television Lec 1",MW,12pm-1:50pm,"Decker, J.L.",2024,fall
"English (ENGL) 179R - Topics in Literature, circa 1850 to Present: Research Component: Funny as Shite: Samuel Beckett and Flann O'Brien Lec 1",MW,12pm-1:50pm,"Jaurretche, C.M.",2024,fall
English (ENGL) 252 - Victorian Literature Lec 1,T,9am-11:50am,"Grossman, J.H.",2024,fall
English (ENGL) 254 - American Literature to 1900 Lec 1,M,12pm-2:50pm,"Silva, C.S.",2024,fall
Ethnomusicology (ETHNMUS) 183 - Study of Ethnomusicology Lec 1,M,W,11am-12:50pm,2024,fall
Global Jazz Studies (GJ STDS) 188 - Special Topics in Global Jazz Studies: Sociocultural History of Jazz Lec 1,T,3pm-5:50pm,No instructors,2024,fall
