class_name,class_dates,class_times,year,semester
"History (HIST) 119D - Topics in Medieval History: Myth of Superhero, Then and Now Lec 1",R,T,5pm-7:50pm,2024,fall
"History (HIST) 120D - Film and History: Central and Eastern Europe, 1945 to 1989 Lec 1",W,9am-11:50am,"McBride, J.",2024,fall
"History (HIST) 125B - Global German History in an Age of Empire, 1770s to 1914 Lec 1",TR,2pm-3:15pm,"Penny, H.",2024,fall
"History (HIST) M127A - History of Russia, Origins to Rise of Muscovy Lec 1",MW,2pm-3:15pm,"Lenhoff, G.D.",2024,fall
"History (HIST) 132 - Topics in European History: War and Peace in Europe, 1700 to 1925 Lec 1",TR,3:30pm-4:45pm,"Ghervas, S.",2024,fall
"History (HIST) 139A - U.S., Civil War and Reconstruction Lec 1",TR,8am-9:15am,"Tejada, V.",2024,fall
History (HIST) 142B - Intellectual History of U.S. Lec 1,TR,12:30pm-1:45pm,"Corey, M.F.",2024,fall
History (HIST) M146B - American Working Class Movements Lec 1,TR,2pm-3:15pm,"Higbie, F.T.",2024,fall
History (HIST) 148 - Introduction to Public/Applied History Lec 1,TR,12:30pm-1:45pm,"Paul, T.",2024,fall
"History (HIST) 149A - North American Indian History, Precontact to 1830 Lec 1",TR,2pm-3:15pm,"Sladeck, J.J.",2024,fall
History (HIST) M150B - Introduction to Afro-American History Lec 1,TR,9:30am-10:45am,"Stevenson, B.",2024,fall
History (HIST) 161 - Topics in Latin American History Lec 1,MWF,3pm-3:50pm,"Rivera, E.S.",2024,fall
History (HIST) 167B - History of East Africa Lec 1,TR,11am-12:15pm,"Frederick, H.E.",2024,fall
History (HIST) 173D - Postwar Japanese History through Film Lec 1,M,3pm-6:20pm,"Marotti, W.",2024,fall
History (HIST) 179A - Variable Topics in History of Medicine: Life After Life: Human Anatomy as Ephemeral Information Lec 1,TR,11am-12:15pm,"Zeleny, C.L.",2024,fall
History (HIST) M182A - Ancient Jewish History Lec 1,TR,3:30pm-4:45pm,"Smoak, J.D.",2024,fall
"History (HIST) M186B - Global Feminism, 1850 to Present Lec 1",TR,5pm-6:15pm,No instructors,2024,fall
Law 266 - Critical Race Theory Lec 1,MTR,9:10am-10:25am,"Baldwin Clark, L.J",2024,fall
Law 267 - Federal Indian Law I Lec 1,1:45pm-3:10pm,"Riley, A.R.",Select Law 267 - Federal Indian Law I Lec 1,2024,fall
Law 272 - International Trade Law Lec 1,T,5:30pm-8:30pm,"Steinberg, R.H.",2024,fall
Law 278 - Comparative Law Lec 1,MW,3:20pm-4:45pm,"Gardbaum, S.A.",2024,fall
Law 285 - Local Government Law Lec 1,MW,5:30pm-6:55pm,"Cummings, S.",2024,fall
Law 286 - Land use Lec 1,MTR,9am-10:15am,"Zasloff, J.",2024,fall
Law 290 - Environmental Law Lec 1,1:45pm-3:10pm,"Carlson, A.E.",Select Law 290 - Environmental Law Lec 1,2024,fall
Law 295 - Advanced Criminal Procedure: Criminal Procedure: Adjudication Lec 1,MTR,10:35am-11:50am,"Thaxton, S.",2024,fall
Law 298 - International and Transnational Criminal Law Lec 1,MTR,9:10am-10:25am,"Langer, M.",2024,fall
Law 301 - Art & Cultural Property Law Lec 1,MTR,10:35am-12pm,"Riley, A.R.",2024,fall
Law 302 - Copyright Law Lec 1,TR,3:20pm-5:20pm,"Netanel, N.W.",2024,fall
Law 305 - Entertainment Law Lec 1,T,5:30pm-8:30pm,"Simon, J.M.",2024,fall
Law 305 - Entertainment Law Lec 2,MW,9am-10:25am,"Tang, X.",2024,fall
Law 305 - Entertainment Law Lec 3,MW,6pm-7:20pm,"Tang, X.",2024,fall
Law 306 - Patent Law Lec 1,MTR,1:45pm-3pm,"Pedraza Farina, L.",2024,fall
Law 307 - Intellectual Property Law Lec 1,TR,8:25am-10:25am,"Lichtman, D.G.",2024,fall
Law 309 - Criminal Law Lec 1,MTR,1:45pm-3pm,"Van Schilfgaarde,",2024,fall
Law 311 - Property Lec 1,MWF,10:35am-11:50am,"Banner, S.A.",2024,fall
Law 312 - Professional Responsibility Lec 1,TR,3:20pm-4:45pm,"Cummings, S.",2024,fall
Law 312 - Professional Responsibility Lec 2,TR,12:10pm-1:35pm,"Cummings, S.",2024,fall
Law 312 - Professional Responsibility Lec 3,T,11am-1pm,"Webster, N.D.",2024,fall
Law 312 - Professional Responsibility Lec 4,M,3:20pm-5:20pm,"Winkler, A.D.",2024,fall
Law 316 - Disability Law Lec 1,R,3:20pm-5:20pm,"Goetz, M.A.",2024,fall
Law 317 - Family Law Lec 1,TR,11am-1pm,"Sidwell, A.",2024,fall
Law 331 - Immigration Law Lec 1,MW,3:20pm-5:20pm,"Motomura, H.",2024,fall
Law 348 - European Union Law Lec 1,MW,10:35am-12pm,"Gardbaum, S.A.",2024,fall
"Law 350 - Energy Law, Policy, and Climate Change Lec 1",MW,5:30pm-6:55pm,"Kozal, S.",2024,fall
Law 357 - Law and Practice with the Hollywood Guilds Lec 1,M,8:25am-10:25am,"Wetanson, R.A.",2024,fall
Law 364 - Motion Picture Distribution Lec 1,T,5:30pm-8:30pm,"Ziffren, K.",2024,fall
Law 376 - Law and Dissent Lec 1,TR,9am-10:25am,"Olsen, F.E.",2024,fall
Law 382 - Food as Commons or Commodity? The Case for Agroecology Lec 1,W,3:20pm-5:20pm,"Daniels, P.",2024,fall
Law 397 - Advanced Legal Research Lec 1,T,1:10pm-3:10pm,"Edwards, E.T.",2024,fall
Law 402 - AI and Entertainment Law Lec 1,R,1:10pm-3:10pm,The Staff,2024,fall
Law 403 - Contracts for Foreign Lawyers - LLM Lec 1,W,3:20pm-5:20pm,"Curtis, J.B.",2024,fall
"Law 406 - Legal Research, Writing, and Analysis for LLMs Lec 1",W,10am-12pm,"Lew-Corbridge, C.K",2024,fall
"Law 406 - Legal Research, Writing, and Analysis for LLMs Lec 2",M,3:20pm-5:20pm,"Lew-Corbridge, C.K",2024,fall
"Law 406 - Legal Research, Writing, and Analysis for LLMs Lec 3",W,3:20pm-5:20pm,"Lew-Corbridge, C.K",2024,fall
"Law 406 - Legal Research, Writing, and Analysis for LLMs Lec 4",F,10am-12pm,The Staff,2024,fall
"Law 406 - Legal Research, Writing, and Analysis for LLMs Lec 5",R,3:20pm-5:20pm,"Leung, V.",2024,fall
"Law 406 - Legal Research, Writing, and Analysis for LLMs Lec 6",M,5:30pm-7:30pm,The Staff,2024,fall
"Law 406 - Legal Research, Writing, and Analysis for LLMs Lec 7",F,1:45pm-3:45pm,"Sherman, M.",2024,fall
Law 418 - Contemporary Philosophy of Law: The Cutting Edge Lec 1,M,2pm-5pm,"Greenberg, M.D.",2024,fall
Law 429 - Capital Punishment in America Lec 1,TR,3:20pm-4:45pm,"Thaxton, S.",2024,fall
Law 434 - Accounting and Financial Skills for Lawyers Lec 1,W,3:20pm-5:20pm,"Habibi, P.B.",2024,fall
Law 437 - Telecommunications Regulation Lec 1,TR,11am-11:55am,"Lichtman, D.G.",2024,fall
Law 450 - News Media Law in the Digital Age Lec 1,W,3:20pm-5:20pm,"Cohen, D.M.",2024,fall
Law 468 - China in the International Legal Order Lec 1,TR,3:20pm-4:45pm,"Wang, A.",2024,fall
Law 470 - American Law in a Global Context Lec 1,"Merrill, C.",Select Law 470 - American Law in a Global Context Lec 2,"Reich, P.L.",2024,fall
Law 470 - American Law in a Global Context Lec 2,"Reich, P.L.",Select Law 470 - American Law in a Global Context Lec 3,"Webster, N.D.",2024,fall
Law 470 - American Law in a Global Context Lec 3,"Webster, N.D.",Select Law 470 - American Law in a Global Context Lec 1,"Merrill, C.",2024,fall
Law 475 - U.S. Constitutional Law for Foreign Lawyers - LLM Lec 1,W,5:30pm-7:30pm,"Reich, P.L.",2024,fall
Law 476 - Torts for Foreign Lawyers Lec 1,W,10am-12pm,"Merrill, C.",2024,fall
Law 482 - Representing Talent in Television Lec 1,W,5:30pm-7:30pm,"Johnson, J.R.",2024,fall
Law 485 - Consumer Financial Protection Lec 1,T,3:20pm-5:20pm,"Gottlieb, R.E.",2024,fall
Law 492 - Writing For Practice Lec 1,M,10am-12pm,"Goodman, P.D.",2024,fall
Law 493 - housing law and policy Lec 1,TR,11am-1pm,"Park, K.",2024,fall
Law 700 - Pretrial Civil Litigation Lec 1,TR,1:10pm-3:10pm,"Light, J.A.",2024,fall
Law 700 - Pretrial Civil Litigation Lec 2,TR,11am-1pm,"Baril, J.R.",2024,fall
Law 701 - 9th Circuit Appellate Advocacy: Prisoners' Rights Clinic Lec 1,10am-12pm,"Littman, A.M.",Select Law 701 - 9th Circuit Appellate Advocacy: Prisoners' Rights Clinic Lec 1,2024,fall
Law 702 - Depositions & Discovery Clinic Lec 1,TR,11am-1pm,"Light, J.A.",2024,fall
Law 702 - Depositions & Discovery Clinic Lec 2,TR,1:10pm-3:10pm,"O'Neill, K.",2024,fall
Law 705 - Cappello Trial Advocacy Clinic: Simulated Civil Trial Advocacy: Trial Advocacy Lec 1,T,R,10:35am-1:10pm,2024,fall
Law 705 - Cappello Trial Advocacy Clinic: Simulated Civil Trial Advocacy: Trial Advocacy Lec 2,T,R,10:35am-11:35am,2024,fall
Law 705 - Cappello Trial Advocacy Clinic: Simulated Civil Trial Advocacy: Trial Advocacy Lec 3,T,R,10:35am-11:35am,2024,fall
Law 705 - Cappello Trial Advocacy Clinic: Simulated Civil Trial Advocacy: Trial Advocacy Lec 4,T,W,10:35am-11:35am,2024,fall
Law 707 - Mediation Clinic Lec 1,10am-12pm,"Wetzstein, S.R.",Select Law 707 - Mediation Clinic Lec 1,2024,fall
Law 707 - Mediation Clinic Lec 2,TR,1:10pm-3:10pm,"Wetzstein, S.R.",2024,fall
Law 721 - Real Estate Clinic Lec 1,R,5:30pm-8:30pm,"Bocarsly, L.S.",2024,fall
Law 722 - Mediation Clinic Lec 1,W,10am-12pm,"Lanning, D.P.",2024,fall
Law 728 - Tribal Legal Development Clinic Lec 1,W,10am-12pm,"Llerandi, M.",2024,fall
Law 732 - Land Develop Simulation Lec 1,F,9am-12pm,The Staff,2024,fall
Law 738 - California Environmental Legislation and Policy Clinic Lec 1,10am-12pm,"Stein, J.E.",Select Law 738 - California Environmental Legislation and Policy Clinic Lec 1,2024,fall
Law 760A - Patent Clinic Lec 1,R,5:30pm-7:30pm,"Chong, E.K.",2024,fall
Law 763 - Contact Drafting Lec 1,TR,12:10pm-1:35pm,"Korobkin, S.A.",2024,fall
Law 764 - Intramural Transactional LawMeet Lec 1,W,10am-12pm,"Korobkin, S.A.",2024,fall
Law 769 - Documentary Film Legal Clinic Lec 1,T,1:10pm-3:10pm,"Cohen, D.M.",2024,fall
Law 780 - Tax Practice Lec 1,R,3:20pm-5:20pm,"Oh, J.S.",2024,fall
Law 782 - International Commercial Arbitration: Simulated Arbitration Practice Lec 1,M,5:30pm-8:30pm,"Rosen, P.K.",2024,fall
Law 788 - Advanced Trial Preparation Lec 1,T,3:20pm-6:20pm,"Bernstein, J.B.",2024,fall
Law 790 - Advanced Evidence Objections and Arguments Lec 1,W,3:20pm-5:20pm,"O'Neill, K.",2024,fall
"Law 791A - Talent and Brand Partnerships/ Name, Image and Likeness Clinic Lec 1",MW,5:30pm-7pm,"Lin, C.X.",2024,fall
Law 792 - Immigrant Family Legal Clinic Lec 1,10am-12pm,"Rabin, N.A.",Select Law 792 - Immigrant Family Legal Clinic Lec 1,2024,fall
Law 794 - Human Rights Litigation Clinic Lec 1,TR,11am-12:30pm,"Sweetser, C.",2024,fall
Law 796 - Health Care Compliance Lec 1,T,5:30pm-7:30pm,"Shankar, A.",2024,fall
Law 797 - Appellate Advocacy: Introduction to Moot Court Competitions Lec 1,F,11am-1pm,"O'Neill, K.",2024,fall
Law 832 - Voting Rights Policy and Practice Lec 1,TR,3:20pm-5:20pm,"Barreto, M.A.",2024,fall
Linguistics (LING) 403 - Practical Phonetics Training Lec 1,R,9am-9:50am,The Staff,2024,fall
Linguistics (LING) 403 - Practical Phonetics Training Lec 2,R,10am-10:50am,The Staff,2024,fall
Linguistics (LING) 403 - Practical Phonetics Training Lec 3,R,2pm-2:50pm,The Staff,2024,fall
Linguistics (LING) 403 - Practical Phonetics Training Lec 4,R,3pm-3:50pm,The Staff,2024,fall
Management (MGMT) 266A - New Product Development Lec 1,T,1pm-3:50pm,"Terech, A.",2024,fall
Management (MGMT) 278A - Urban Real Estate Financing and Investing Lec 1,T,4:10pm-7pm,"Habibi, P.B.",2024,fall
Management (MGMT) 279A - Cases in Real Estate Investments Lec 1,W,4:10pm-7pm,"Sussman, E.H.",2024,fall
Management (MGMT) 282 - Optimizing Team Performance Lec 1,T,4:10pm-7pm,"Bendersky, C.B.",2024,fall
Management (MGMT) 284C - Managing Entrepreneurial Organizations Lec 1,M,4:10pm-7pm,"Ullmen, J.B.",2024,fall
Management (MGMT) 295D - Business Plan Development Lec 1,W,4:10pm-7pm,"Alderton, D.J.",2024,fall
Management (MGMT) 298D - Special Topics in Management: Climate Analytics and Strategy Lec 6,R,4:10pm-7pm,"Delmas, M.A.",2024,fall
Management (MGMT) 298D - Special Topics in Management: Content Creation and Exploitation in Digital Age Lec 3,T,4:10pm-7pm,"Frons, B.S.",2024,fall
"Management (MGMT) 298D - Special Topics in Management: Energy, Climate Change, and Finance Lec 1",No instructors,"Select Management (MGMT) 298D - Special Topics in Management: Energy, Climate Change, and Finance Lec 1",No instructors,2024,fall
Management (MGMT) 298D - Special Topics in Management: From Studios to Streamers: Radical Reinvention of Content Distribution Today Lec 2,R,4:10pm-7pm,"Kinberg, M.H.",2024,fall
Management (MGMT) 298D - Special Topics in Management Lec 4,No instructors,Select Management (MGMT) 298D - Special Topics in Management Lec 4,No instructors,2024,fall
Management (MGMT) 298D - Special Topics in Management: Sustainability Reporting Lec 5,R,7:10pm-10pm,"Sparks, B.",2024,fall
Management (MGMT) 298E - Special Topics in Management: Venture Capital Strategy Lec 1,R,1pm-3:50pm,"Sorenson, O.J.",2024,fall
Management (MGMT) 425 - Leadership Communication Lec 1,M,7:10pm-10pm,"McCann, R.",2024,fall
Management (MGMT) 430 - Corporate Finance Lec 1,M,1pm-3:50pm,"Kundu, S.",2024,fall
Management (MGMT) 430 - Corporate Finance Lec 2,M,4:10pm-7pm,"Kundu, S.",2024,fall
Management (MGMT) 458A - Global Immersion: Two-Quarter Plan Lec 1,"Edwards, S.",Select Management (MGMT) 458A - Global Immersion: Two-Quarter Plan Lec 1,"Edwards, S.",2024,fall
Management (MGMT) 458A - Global Immersion: Two-Quarter Plan Lec 2,"Abe, G.J.",Select Management (MGMT) 458A - Global Immersion: Two-Quarter Plan Lec 2,"Abe, G.J.",2024,fall
Mathematics (MATH) 131AH - Analysis (Honors) Lec 1,MWF,9am-9:50am,"Gangbo, W.",2024,fall
Mathematics (MATH) 131B - Analysis Lec 1,MWF,11am-11:50am,"Ding, C.",2024,fall
Mathematics (MATH) 131B - Analysis Lec 2,MWF,1pm-1:50pm,The Staff,2024,fall
Mathematics (MATH) 132 - Complex Analysis for Applications Lec 1,MWF,12pm-12:50pm,The Staff,2024,fall
Mathematics (MATH) 132 - Complex Analysis for Applications Lec 2,MWF,1pm-1:50pm,"Min, H.",2024,fall
Mathematics (MATH) 134 - Linear and Nonlinear Systems of Differential Equations Lec 1,MWF,9am-9:50am,The Staff,2024,fall
Mathematics (MATH) 134 - Linear and Nonlinear Systems of Differential Equations Lec 2,MWF,2pm-2:50pm,The Staff,2024,fall
Mathematics (MATH) 135 - Ordinary Differential Equations Lec 1,MWF,11am-11:50am,The Staff,2024,fall
Mathematics (MATH) 135 - Ordinary Differential Equations Lec 2,MWF,1pm-1:50pm,"Flynn, P.",2024,fall
Mathematics (MATH) 135 - Ordinary Differential Equations Lec 3,MWF,2pm-2:50pm,"Flynn, P.",2024,fall
Mathematics (MATH) 142 - Mathematical Modeling Lec 1,MWF,9am-9:50am,"Tymochko, S.J.",2024,fall
Mathematics (MATH) 142 - Mathematical Modeling Lec 2,MWF,11am-11:50am,The Staff,2024,fall
Mathematics (MATH) 151A - Applied Numerical Methods Lec 1,MWF,9am-9:50am,"Negrini, E.",2024,fall
Mathematics (MATH) 151A - Applied Numerical Methods Lec 2,MWF,10am-10:50am,"Negrini, E.",2024,fall
Mathematics (MATH) 151A - Applied Numerical Methods Lec 3,MWF,1pm-1:50pm,"Han, F.",2024,fall
Mathematics (MATH) 151A - Applied Numerical Methods Lec 4,MWF,2pm-2:50pm,The Staff,2024,fall
Mathematics (MATH) 151B - Applied Numerical Methods Lec 1,MWF,11am-11:50am,"Zhou, M.",2024,fall
Mathematics (MATH) 155 - Mathematical Imaging Lec 1,MWF,3pm-3:50pm,"Vese, L.A.",2024,fall
Mathematics (MATH) 156 - Machine Learning Lec 1,MWF,2pm-2:50pm,"Kassab, L.",2024,fall
Mathematics (MATH) 156 - Machine Learning Lec 2,MWF,11am-11:50am,"Kassab, L.",2024,fall
Mathematics (MATH) 164 - Optimization Lec 1,MWF,10am-10:50am,The Staff,2024,fall
Mathematics (MATH) 164 - Optimization Lec 2,MWF,12pm-12:50pm,The Staff,2024,fall
Mathematics (MATH) 164 - Optimization Lec 3,MWF,3pm-3:50pm,The Staff,2024,fall
Mathematics (MATH) 167 - Mathematical Game Theory Lec 1,MWF,8am-8:50am,"Meng, T.",2024,fall
Mathematics (MATH) 170E - Introduction to Probability and Statistics 1: Probability Lec 1,MWF,8am-8:50am,"Baeumler, J.",2024,fall
Mathematics (MATH) 170E - Introduction to Probability and Statistics 1: Probability Lec 2,MWF,9am-9:50am,"Lelmi, J.",2024,fall
Mathematics (MATH) 170E - Introduction to Probability and Statistics 1: Probability Lec 3,MWF,10am-10:50am,The Staff,2024,fall
Mathematics (MATH) 170S - Introduction to Probability and Statistics 2: Statistics Lec 1,MWF,8am-8:50am,No instructors,2024,fall
Mathematics (MATH) 170S - Introduction to Probability and Statistics 2: Statistics Lec 2,MWF,9am-9:50am,"Gurdogan, H.U.",2024,fall
Mathematics (MATH) 170S - Introduction to Probability and Statistics 2: Statistics Lec 3,MWF,10am-10:50am,"Gurdogan, H.U.",2024,fall
Mathematics (MATH) 170S - Introduction to Probability and Statistics 2: Statistics Lec 4,MWF,3pm-3:50pm,"Zhang, Z.",2024,fall
Mathematics (MATH) 174E - Mathematics of Finance for Mathematics/Economics Students Lec 1,MWF,10am-10:50am,The Staff,2024,fall
Mathematics (MATH) 177 - Theory of Interest and Applications Lec 1,MWF,1pm-1:50pm,"Farolfi, G.",2024,fall
Mathematics (MATH) 178A - Foundations of Actuarial Mathematics: Life Insurance and Annuities Lec 1,MWF,12pm-12:50pm,"Voss, M.",2024,fall
Mathematics (MATH) 179 - Advanced Topic in Financial Mathematics Lec 1,MWF,3pm-3:50pm,"Kovacova, G.",2024,fall
Mathematics (MATH) 180 - Graph Theory Lec 1,MWF,10am-10:50am,The Staff,2024,fall
Mathematics (MATH) 182 - Algorithms Lec 1,MWF,3pm-3:50pm,"Vicaria Angel, M.",2024,fall
Mathematics (MATH) 205A - Number Theory Lec 1,MWF,2pm-2:50pm,"Sharifi, R.T.",2024,fall
Mathematics (MATH) 206A - Combinatorial Theory Lec 1,MWF,3pm-3:50pm,"Robichaux, C.E.",2024,fall
Mathematics (MATH) M209A - Cryptography Lec 1,MW,4pm-5:50pm,"Ostrovsky, R.",2024,fall
Mathematics (MATH) 210A - Algebra Lec 1,MWF,10am-10:50am,"Merkurjev, A.S.",2024,fall
Mathematics (MATH) 212A - Homological Algebra Lec 1,MWF,10am-10:50am,"Balmer, P.",2024,fall
Mathematics (MATH) 215A - Commutative Algebra Lec 1,MWF,4pm-4:50pm,"Totaro, B.",2024,fall
Mathematics (MATH) 220A - Mathematical Logic Lec 1,MWF,2pm-2:50pm,The Staff,2024,fall
Mathematics (MATH) 223S - Topics in Set Theory Lec 1,MWF,9am-9:50am,"Neeman, I.",2024,fall
Mathematics (MATH) 225A - Smooth Manifolds Lec 1,MWF,12pm-12:50pm,"Petersen, P.",2024,fall
Mathematics (MATH) 226B - Differential Geometry Lec 1,MWF,11am-11:50am,"Honda, K.",2024,fall
Mathematics (MATH) 229A - Lie Groups and Lie Algebras Lec 1,MWF,10am-10:50am,"Rouquier, R.A.",2024,fall
Mathematics (MATH) 245A - Real Analysis Lec 1,MWF,11am-11:50am,"Bonk, M.",2024,fall
Mathematics (MATH) 246A - Complex Analysis Lec 1,MWF,1pm-1:50pm,"Tao, T.C.",2024,fall
Mathematics (MATH) 247A - Classical Fourier Analysis Lec 1,MWF,12pm-12:50pm,"Killip, R.",2024,fall
Mathematics (MATH) 251A - Introductory Partial Differential Equations Lec 1,MWF,10am-10:50am,"Kim, C.",2024,fall
Mathematics (MATH) 253A - Several Complex Variables Lec 1,MWF,9am-9:50am,"Khitrik, M.",2024,fall
Mathematics (MATH) 259A - Operator Algebras in Hilbert Space Lec 1,MWF,3pm-3:50pm,"Popa, S.",2024,fall
Mathematics (MATH) 266A - Applied Ordinary Differential Equations Lec 1,M,W,9am-10:50am,2024,fall
Mathematics (MATH) 269A - Advanced Numerical Analysis Lec 1,MWF,4pm-4:50pm,The Staff,2024,fall
Mathematics (MATH) 273A - Optimization and Calculus of Variations: Basic Optimization Theory Lec 1,W,F,10am-10:50am,2024,fall
Mathematics (MATH) 275A - Probability Theory Lec 1,MWF,1pm-1:50pm,"Yin, J.",2024,fall
Mathematics (MATH) 280 - Programming++ for Mathematics Graduate Students Lec 1,MWF,2pm-2:50pm,No instructors,2024,fall
Music (MUSC) 110B - Musicality and Creativity in Childhood Lec 1,TR,9am-10:50am,"Chen-Hafteck, L.",2024,fall
Music (MUSC) 111A - Music Theory through Improvisation Lec 1,MW,9am-10:50am,"Brown, R.R.",2024,fall
Music (MUSC) 116 - Introduction to Conducting Lec 1,W,M,1pm-2:50pm,2024,fall
